"user_id","activity_levels"
277,"{'trades': [], 'comments': []}"
278,"{'trades': [], 'comments': []}"
279,"{'trades': [], 'comments': []}"
280,"{'trades': [], 'comments': []}"
281,"{'trades': [], 'comments': []}"
282,"{'trades': [], 'comments': []}"
283,"{'trades': [], 'comments': []}"
284,"{'trades': [], 'comments': []}"
285,"{'trades': [], 'comments': []}"
286,"{'trades': [], 'comments': []}"
287,"{'trades': [], 'comments': []}"
288,"{'trades': [], 'comments': []}"
289,"{'trades': [], 'comments': []}"
290,"{'trades': [], 'comments': []}"
291,"{'trades': [], 'comments': []}"
292,"{'trades': [], 'comments': []}"
293,"{'trades': [], 'comments': []}"
294,"{'trades': [], 'comments': []}"
295,"{'trades': [], 'comments': []}"
296,"{'trades': [], 'comments': []}"
297,"{'trades': [], 'comments': []}"
298,"{'trades': [], 'comments': []}"
299,"{'trades': [], 'comments': []}"
300,"{'trades': [], 'comments': []}"
301,"{'trades': [], 'comments': []}"
302,"{'trades': [], 'comments': []}"
303,"{'trades': [], 'comments': []}"
304,"{'trades': [], 'comments': []}"
305,"{'trades': [], 'comments': []}"
306,"{'trades': [], 'comments': []}"
307,"{'trades': [], 'comments': []}"
308,"{'trades': [], 'comments': []}"
309,"{'trades': [], 'comments': []}"
310,"{'trades': [], 'comments': []}"
311,"{'trades': [], 'comments': []}"
312,"{'trades': [], 'comments': []}"
313,"{'trades': [], 'comments': []}"
314,"{'trades': [], 'comments': []}"
315,"{'trades': [], 'comments': []}"
316,"{'trades': [], 'comments': []}"
317,"{'trades': [], 'comments': []}"
318,"{'trades': [], 'comments': []}"
319,"{'trades': [], 'comments': []}"
320,"{'trades': [], 'comments': []}"
321,"{'trades': [], 'comments': []}"
322,"{'trades': [], 'comments': []}"
323,"{'trades': [], 'comments': []}"
324,"{'trades': [], 'comments': []}"
325,"{'trades': [], 'comments': []}"
326,"{'trades': [], 'comments': []}"
327,"{'trades': [], 'comments': []}"
328,"{'trades': [], 'comments': []}"
329,"{'trades': [], 'comments': []}"
330,"{'trades': [], 'comments': []}"
331,"{'trades': [], 'comments': []}"
332,"{'trades': [], 'comments': []}"
333,"{'trades': [], 'comments': []}"
334,"{'trades': [], 'comments': []}"
335,"{'trades': [], 'comments': []}"
336,"{'trades': [], 'comments': []}"
337,"{'trades': [], 'comments': []}"
338,"{'trades': [], 'comments': []}"
339,"{'trades': [], 'comments': []}"
340,"{'trades': [], 'comments': []}"
341,"{'trades': [], 'comments': []}"
342,"{'trades': [], 'comments': []}"
343,"{'trades': [], 'comments': []}"
344,"{'trades': [], 'comments': []}"
345,"{'trades': [], 'comments': []}"
346,"{'trades': [], 'comments': []}"
347,"{'trades': [], 'comments': []}"
348,"{'trades': [], 'comments': []}"
349,"{'trades': [], 'comments': []}"
350,"{'trades': [], 'comments': []}"
351,"{'trades': [], 'comments': []}"
352,"{'trades': [], 'comments': []}"
353,"{'trades': [], 'comments': []}"
354,"{'trades': [], 'comments': []}"
355,"{'trades': [], 'comments': []}"
356,"{'trades': [], 'comments': []}"
357,"{'trades': [], 'comments': []}"
358,"{'trades': [], 'comments': []}"
359,"{'trades': [], 'comments': []}"
360,"{'trades': [], 'comments': []}"
361,"{'trades': [], 'comments': []}"
362,"{'trades': [], 'comments': []}"
363,"{'trades': [], 'comments': []}"
364,"{'trades': [], 'comments': []}"
365,"{'trades': [], 'comments': []}"
366,"{'trades': [], 'comments': []}"
367,"{'trades': [], 'comments': []}"
368,"{'trades': [], 'comments': []}"
369,"{'trades': [], 'comments': []}"
370,"{'trades': [], 'comments': []}"
371,"{'trades': [], 'comments': []}"
372,"{'trades': [], 'comments': []}"
373,"{'trades': [], 'comments': []}"
374,"{'trades': [], 'comments': []}"
375,"{'trades': [], 'comments': []}"
376,"{'trades': [], 'comments': []}"
377,"{'trades': [], 'comments': []}"
378,"{'trades': [], 'comments': []}"
379,"{'trades': [], 'comments': []}"
380,"{'trades': [], 'comments': []}"
381,"{'trades': [], 'comments': []}"
382,"{'trades': [], 'comments': []}"
383,"{'trades': [], 'comments': []}"
384,"{'trades': [], 'comments': []}"
385,"{'trades': [], 'comments': []}"
386,"{'trades': [], 'comments': []}"
387,"{'trades': [], 'comments': []}"
388,"{'trades': [], 'comments': []}"
389,"{'trades': [], 'comments': []}"
390,"{'trades': [], 'comments': []}"
391,"{'trades': [], 'comments': []}"
392,"{'trades': [], 'comments': []}"
393,"{'trades': [], 'comments': []}"
394,"{'trades': [], 'comments': []}"
395,"{'trades': [], 'comments': []}"
396,"{'trades': [], 'comments': []}"
397,"{'trades': [], 'comments': []}"
398,"{'trades': [], 'comments': []}"
399,"{'trades': [], 'comments': []}"
400,"{'trades': [], 'comments': []}"
401,"{'trades': [], 'comments': []}"
402,"{'trades': [], 'comments': []}"
403,"{'trades': [], 'comments': []}"
404,"{'trades': [], 'comments': []}"
405,"{'trades': [], 'comments': []}"
406,"{'trades': [], 'comments': []}"
407,"{'trades': [], 'comments': []}"
408,"{'trades': [], 'comments': []}"
409,"{'trades': [], 'comments': []}"
410,"{'trades': [], 'comments': []}"
411,"{'trades': [], 'comments': []}"
412,"{'trades': [], 'comments': []}"
413,"{'trades': [], 'comments': []}"
414,"{'trades': [], 'comments': []}"
415,"{'trades': [], 'comments': []}"
416,"{'trades': [], 'comments': []}"
417,"{'trades': [], 'comments': []}"
418,"{'trades': [], 'comments': []}"
419,"{'trades': [], 'comments': []}"
420,"{'trades': [], 'comments': []}"
421,"{'trades': [], 'comments': []}"
422,"{'trades': [], 'comments': []}"
423,"{'trades': [], 'comments': []}"
424,"{'trades': [], 'comments': []}"
425,"{'trades': [], 'comments': []}"
426,"{'trades': [], 'comments': []}"
427,"{'trades': [], 'comments': []}"
428,"{'trades': [], 'comments': []}"
429,"{'trades': [], 'comments': []}"
430,"{'trades': [], 'comments': []}"
431,"{'trades': [], 'comments': []}"
432,"{'trades': [], 'comments': []}"
433,"{'trades': [], 'comments': []}"
434,"{'trades': [], 'comments': []}"
435,"{'trades': [], 'comments': []}"
436,"{'trades': [], 'comments': []}"
437,"{'trades': [], 'comments': []}"
438,"{'trades': [], 'comments': []}"
439,"{'trades': [], 'comments': []}"
440,"{'trades': [], 'comments': []}"
441,"{'trades': [], 'comments': []}"
442,"{'trades': [], 'comments': []}"
443,"{'trades': [], 'comments': []}"
444,"{'trades': [], 'comments': []}"
445,"{'trades': [], 'comments': []}"
446,"{'trades': [], 'comments': []}"
447,"{'trades': [], 'comments': []}"
448,"{'trades': [], 'comments': []}"
449,"{'trades': [], 'comments': []}"
450,"{'trades': [], 'comments': []}"
451,"{'trades': [], 'comments': []}"
452,"{'trades': [], 'comments': []}"
453,"{'trades': [], 'comments': []}"
454,"{'trades': [], 'comments': []}"
455,"{'trades': [], 'comments': []}"
456,"{'trades': [], 'comments': []}"
457,"{'trades': [], 'comments': []}"
458,"{'trades': [], 'comments': []}"
459,"{'trades': [], 'comments': []}"
460,"{'trades': [], 'comments': []}"
461,"{'trades': [], 'comments': []}"
462,"{'trades': [], 'comments': []}"
463,"{'trades': [], 'comments': []}"
464,"{'trades': [], 'comments': []}"
465,"{'trades': [], 'comments': []}"
466,"{'trades': [], 'comments': []}"
467,"{'trades': [], 'comments': []}"
468,"{'trades': [], 'comments': []}"
469,"{'trades': [], 'comments': []}"
470,"{'trades': [], 'comments': []}"
471,"{'trades': [], 'comments': []}"
472,"{'trades': [], 'comments': []}"
473,"{'trades': [], 'comments': []}"
474,"{'trades': [], 'comments': []}"
475,"{'trades': [], 'comments': []}"
476,"{'trades': [], 'comments': []}"
477,"{'trades': [], 'comments': []}"
478,"{'trades': [], 'comments': []}"
479,"{'trades': [], 'comments': []}"
480,"{'trades': [], 'comments': []}"
481,"{'trades': [], 'comments': []}"
482,"{'trades': [], 'comments': []}"
483,"{'trades': [], 'comments': []}"
484,"{'trades': [], 'comments': []}"
485,"{'trades': [], 'comments': []}"
486,"{'trades': [], 'comments': []}"
487,"{'trades': [], 'comments': []}"
488,"{'trades': [], 'comments': []}"
489,"{'trades': [], 'comments': []}"
490,"{'trades': [], 'comments': []}"
491,"{'trades': [], 'comments': []}"
492,"{'trades': [], 'comments': []}"
493,"{'trades': [], 'comments': []}"
494,"{'trades': [], 'comments': []}"
495,"{'trades': [], 'comments': []}"
496,"{'trades': [], 'comments': []}"
497,"{'trades': [], 'comments': []}"
498,"{'trades': [], 'comments': []}"
499,"{'trades': [], 'comments': []}"
500,"{'trades': [], 'comments': []}"
501,"{'trades': [], 'comments': []}"
502,"{'trades': [], 'comments': []}"
503,"{'trades': [], 'comments': []}"
504,"{'trades': [], 'comments': []}"
505,"{'trades': [], 'comments': []}"
506,"{'trades': [], 'comments': []}"
507,"{'trades': [], 'comments': []}"
508,"{'trades': [], 'comments': []}"
509,"{'trades': [], 'comments': []}"
510,"{'trades': [], 'comments': []}"
511,"{'trades': [], 'comments': []}"
512,"{'trades': [], 'comments': []}"
513,"{'trades': [], 'comments': []}"
514,"{'trades': [], 'comments': []}"
515,"{'trades': [], 'comments': []}"
516,"{'trades': [], 'comments': []}"
517,"{'trades': [], 'comments': []}"
518,"{'trades': [], 'comments': []}"
519,"{'trades': [], 'comments': []}"
520,"{'trades': [], 'comments': []}"
521,"{'trades': [], 'comments': []}"
522,"{'trades': [], 'comments': []}"
523,"{'trades': [], 'comments': []}"
524,"{'trades': [], 'comments': []}"
525,"{'trades': [], 'comments': []}"
526,"{'trades': [], 'comments': []}"
527,"{'trades': [], 'comments': []}"
528,"{'trades': [], 'comments': []}"
529,"{'trades': [], 'comments': []}"
530,"{'trades': [], 'comments': []}"
531,"{'trades': [], 'comments': []}"
532,"{'trades': [], 'comments': []}"
533,"{'trades': [], 'comments': []}"
534,"{'trades': [], 'comments': []}"
535,"{'trades': [], 'comments': []}"
536,"{'trades': [], 'comments': []}"
537,"{'trades': [], 'comments': []}"
538,"{'trades': [], 'comments': []}"
539,"{'trades': [], 'comments': []}"
540,"{'trades': [], 'comments': []}"
541,"{'trades': [], 'comments': []}"
542,"{'trades': [], 'comments': []}"
543,"{'trades': [], 'comments': []}"
544,"{'trades': [], 'comments': []}"
545,"{'trades': [], 'comments': []}"
546,"{'trades': [], 'comments': []}"
547,"{'trades': [], 'comments': []}"
548,"{'trades': [], 'comments': []}"
549,"{'trades': [], 'comments': []}"
550,"{'trades': [], 'comments': []}"
551,"{'trades': [], 'comments': []}"
552,"{'trades': [], 'comments': []}"
553,"{'trades': [], 'comments': []}"
554,"{'trades': [], 'comments': []}"
555,"{'trades': [], 'comments': []}"
556,"{'trades': [], 'comments': []}"
557,"{'trades': [], 'comments': []}"
558,"{'trades': [], 'comments': []}"
559,"{'trades': [], 'comments': []}"
560,"{'trades': [], 'comments': []}"
561,"{'trades': [], 'comments': []}"
562,"{'trades': [], 'comments': []}"
563,"{'trades': [], 'comments': []}"
564,"{'trades': [], 'comments': []}"
565,"{'trades': [], 'comments': []}"
566,"{'trades': [], 'comments': []}"
567,"{'trades': [], 'comments': []}"
568,"{'trades': [], 'comments': []}"
569,"{'trades': [], 'comments': []}"
570,"{'trades': [], 'comments': []}"
571,"{'trades': [], 'comments': []}"
572,"{'trades': [], 'comments': []}"
573,"{'trades': [], 'comments': []}"
574,"{'trades': [], 'comments': []}"
575,"{'trades': [], 'comments': []}"
576,"{'trades': [], 'comments': []}"
577,"{'trades': [], 'comments': []}"
578,"{'trades': [], 'comments': []}"
579,"{'trades': [], 'comments': []}"
580,"{'trades': [], 'comments': []}"
581,"{'trades': [], 'comments': []}"
582,"{'trades': [], 'comments': []}"
583,"{'trades': [], 'comments': []}"
584,"{'trades': [], 'comments': []}"
585,"{'trades': [], 'comments': []}"
586,"{'trades': [], 'comments': []}"
587,"{'trades': [], 'comments': []}"
588,"{'trades': [], 'comments': []}"
589,"{'trades': [], 'comments': []}"
590,"{'trades': [], 'comments': []}"
591,"{'trades': [], 'comments': []}"
592,"{'trades': [], 'comments': []}"
593,"{'trades': [], 'comments': []}"
594,"{'trades': [], 'comments': []}"
595,"{'trades': [], 'comments': []}"
596,"{'trades': [], 'comments': []}"
597,"{'trades': [], 'comments': []}"
598,"{'trades': [], 'comments': []}"
599,"{'trades': [], 'comments': []}"
600,"{'trades': [], 'comments': []}"
601,"{'trades': [], 'comments': []}"
602,"{'trades': [], 'comments': []}"
603,"{'trades': [], 'comments': []}"
604,"{'trades': [], 'comments': []}"
605,"{'trades': [], 'comments': []}"
606,"{'trades': [], 'comments': []}"
607,"{'trades': [], 'comments': []}"
608,"{'trades': [], 'comments': []}"
609,"{'trades': [], 'comments': []}"
610,"{'trades': [], 'comments': []}"
611,"{'trades': [], 'comments': []}"
612,"{'trades': [], 'comments': []}"
613,"{'trades': [], 'comments': []}"
614,"{'trades': [], 'comments': []}"
615,"{'trades': [], 'comments': []}"
616,"{'trades': [], 'comments': []}"
617,"{'trades': [], 'comments': []}"
618,"{'trades': [], 'comments': []}"
619,"{'trades': [], 'comments': []}"
620,"{'trades': [], 'comments': []}"
621,"{'trades': [], 'comments': []}"
622,"{'trades': [], 'comments': []}"
623,"{'trades': [], 'comments': []}"
624,"{'trades': [], 'comments': []}"
625,"{'trades': [], 'comments': []}"
626,"{'trades': [], 'comments': []}"
627,"{'trades': [], 'comments': []}"
628,"{'trades': [], 'comments': []}"
629,"{'trades': [], 'comments': []}"
630,"{'trades': [], 'comments': []}"
631,"{'trades': [], 'comments': []}"
632,"{'trades': [], 'comments': []}"
633,"{'trades': [], 'comments': []}"
634,"{'trades': [], 'comments': []}"
635,"{'trades': [], 'comments': []}"
636,"{'trades': [], 'comments': []}"
637,"{'trades': [], 'comments': []}"
638,"{'trades': [], 'comments': []}"
639,"{'trades': [], 'comments': []}"
640,"{'trades': [], 'comments': []}"
641,"{'trades': [], 'comments': []}"
642,"{'trades': [], 'comments': []}"
643,"{'trades': [], 'comments': []}"
644,"{'trades': [], 'comments': []}"
645,"{'trades': [], 'comments': []}"
646,"{'trades': [], 'comments': []}"
647,"{'trades': [], 'comments': []}"
648,"{'trades': [], 'comments': []}"
649,"{'trades': [], 'comments': []}"
650,"{'trades': [], 'comments': []}"
651,"{'trades': [], 'comments': []}"
652,"{'trades': [], 'comments': []}"
653,"{'trades': [], 'comments': []}"
654,"{'trades': [], 'comments': []}"
655,"{'trades': [], 'comments': []}"
656,"{'trades': [], 'comments': []}"
657,"{'trades': [], 'comments': []}"
658,"{'trades': [], 'comments': []}"
659,"{'trades': [], 'comments': []}"
660,"{'trades': [], 'comments': []}"
661,"{'trades': [], 'comments': []}"
662,"{'trades': [], 'comments': []}"
663,"{'trades': [], 'comments': []}"
664,"{'trades': [], 'comments': []}"
665,"{'trades': [], 'comments': []}"
666,"{'trades': [], 'comments': []}"
667,"{'trades': [], 'comments': []}"
668,"{'trades': [], 'comments': []}"
669,"{'trades': [], 'comments': []}"
670,"{'trades': [], 'comments': []}"
671,"{'trades': [], 'comments': []}"
672,"{'trades': [], 'comments': []}"
673,"{'trades': [], 'comments': []}"
674,"{'trades': [], 'comments': []}"
675,"{'trades': [], 'comments': []}"
676,"{'trades': [], 'comments': []}"
677,"{'trades': [], 'comments': []}"
678,"{'trades': [], 'comments': []}"
679,"{'trades': [], 'comments': []}"
680,"{'trades': [], 'comments': []}"
681,"{'trades': [], 'comments': []}"
682,"{'trades': [], 'comments': []}"
683,"{'trades': [], 'comments': []}"
684,"{'trades': [], 'comments': []}"
685,"{'trades': [], 'comments': []}"
686,"{'trades': [], 'comments': []}"
687,"{'trades': [], 'comments': []}"
688,"{'trades': [], 'comments': []}"
689,"{'trades': [], 'comments': []}"
690,"{'trades': [], 'comments': []}"
691,"{'trades': [], 'comments': []}"
692,"{'trades': [], 'comments': []}"
693,"{'trades': [], 'comments': []}"
694,"{'trades': [], 'comments': []}"
695,"{'trades': [], 'comments': []}"
696,"{'trades': [], 'comments': []}"
697,"{'trades': [], 'comments': []}"
698,"{'trades': [], 'comments': []}"
699,"{'trades': [], 'comments': []}"
700,"{'trades': [], 'comments': []}"
701,"{'trades': [], 'comments': []}"
702,"{'trades': [], 'comments': []}"
703,"{'trades': [], 'comments': []}"
704,"{'trades': [], 'comments': []}"
705,"{'trades': [], 'comments': []}"
706,"{'trades': [], 'comments': []}"
707,"{'trades': [], 'comments': []}"
708,"{'trades': [], 'comments': []}"
709,"{'trades': [], 'comments': []}"
710,"{'trades': [], 'comments': []}"
711,"{'trades': [], 'comments': []}"
712,"{'trades': [], 'comments': []}"
713,"{'trades': [], 'comments': []}"
714,"{'trades': [], 'comments': []}"
715,"{'trades': [], 'comments': []}"
716,"{'trades': [], 'comments': []}"
717,"{'trades': [], 'comments': []}"
718,"{'trades': [], 'comments': []}"
719,"{'trades': [], 'comments': []}"
720,"{'trades': [], 'comments': []}"
721,"{'trades': [], 'comments': []}"
722,"{'trades': [], 'comments': []}"
723,"{'trades': [], 'comments': []}"
724,"{'trades': [], 'comments': []}"
725,"{'trades': [], 'comments': []}"
726,"{'trades': [], 'comments': []}"
727,"{'trades': [], 'comments': []}"
728,"{'trades': [], 'comments': []}"
729,"{'trades': [], 'comments': []}"
730,"{'trades': [], 'comments': []}"
731,"{'trades': [], 'comments': []}"
732,"{'trades': [], 'comments': []}"
733,"{'trades': [], 'comments': []}"
734,"{'trades': [], 'comments': []}"
735,"{'trades': [], 'comments': []}"
